"REF_DATE","GEO","DGUID","Airports","Type of power plant","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998","Canada","2016A000011124","Whitehorse International, Yukon","Gliders","Number","223","units","0","v41551076","1.41.5","13","","","","0"
"1998","Canada","2016A000011124","Windsor, Ontario","Jet engines","Number","223","units","0","v41551077","1.42.1","1362","","","","0"
"1998","Canada","2016A000011124","Windsor, Ontario","Turbo-propellers","Number","223","units","0","v41551078","1.42.2","16282","","","","0"
"1998","Canada","2016A000011124","Windsor, Ontario","Piston engines","Number","223","units","0","v41551079","1.42.3","15971","","","","0"
"1998","Canada","2016A000011124","Windsor, Ontario","Helicopters","Number","223","units","0","v41551080","1.42.4","526","","","","0"
"1998","Canada","2016A000011124","Windsor, Ontario","Gliders","Number","223","units","0","v41551081","1.42.5","161","","","","0"
"1998","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Jet engines","Number","223","units","0","v41551082","1.43.1","57944","","","","0"
"1998","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Turbo-propellers","Number","223","units","0","v41551083","1.43.2","45406","","","","0"
"1998","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Piston engines","Number","223","units","0","v41551084","1.43.3","21363","","","","0"
"1998","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Helicopters","Number","223","units","0","v41551085","1.43.4","2112","","","","0"
"1998","Canada","2016A000011124","Winnipeg/James Armstrong Richardson International, Manitoba","Gliders","Number","223","units","0","v41551086","1.43.5","61","","","","0"
"1998","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Jet engines","Number","223","units","0","v41551087","1.44.1","19","","","","0"
"1998","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Turbo-propellers","Number","223","units","0","v41551088","1.44.2","1720","","","","0"
"1998","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Piston engines","Number","223","units","0","v41551089","1.44.3","23754","","","","0"
"1998","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Helicopters","Number","223","units","0","v41551090","1.44.4","1541","","","","0"
"1998","Canada","2016A000011124","Winnipeg/St. Andrews, Manitoba","Gliders","Number","223","units","0","v41551091","1.44.5","11","","","","0"
"1998","Canada","2016A000011124","Yellowknife, Northwest Territories","Jet engines","Number","223","units","0","v41551092","1.45.1","7220","","","","0"
"1998","Canada","2016A000011124","Yellowknife, Northwest Territories","Turbo-propellers","Number","223","units","0","v41551093","1.45.2","17289","","","","0"
"1998","Canada","2016A000011124","Yellowknife, Northwest Territories","Piston engines","Number","223","units","0","v41551094","1.45.3","6054","","","","0"
"1998","Canada","2016A000011124","Yellowknife, Northwest Territories","Helicopters","Number","223","units","0","v41551095","1.45.4","3453","","","","0"
"1998","Canada","2016A000011124","Yellowknife, Northwest Territories","Gliders","Number","223","units","0","v41551096","1.45.5","17","","","","0"
"1999","Canada","2016A000011124","Total, all airports","Jet engines","Number","223","units","0","v41550872","1.1.1","1099552","","","","0"
"1999","Canada","2016A000011124","Total, all airports","Turbo-propellers","Number","223","units","0","v41550873","1.1.2","1044625","","","","0"
"1999","Canada","2016A000011124","Total, all airports","Piston engines","Number","223","units","0","v41550874","1.1.3","1241430","","","","0"
"1999","Canada","2016A000011124","Total, all airports","Helicopters","Number","223","units","0","v41550875","1.1.4","170540","","","","0"
"1999","Canada","2016A000011124","Total, all airports","Gliders","Number","223","units","0","v41550876","1.1.5","7798","","","","0"
"1999","Canada","2016A000011124","Abbotsford, British Columbia","Jet engines","Number","223","units","0","v41550877","1.2.1","2925","","","","0"
"1999","Canada","2016A000011124","Abbotsford, British Columbia","Turbo-propellers","Number","223","units","0","v41550878","1.2.2","2663","","","","0"
"1999","Canada","2016A000011124","Abbotsford, British Columbia","Piston engines","Number","223","units","0","v41550879","1.2.3","50318","","","","0"
"1999","Canada","2016A000011124","Abbotsford, British Columbia","Helicopters","Number","223","units","0","v41550880","1.2.4","5057","","","","0"
"1999","Canada","2016A000011124","Abbotsford, British Columbia","Gliders","Number","223","units","0","v41550881","1.2.5","28","","","","0"
"1999","Canada","2016A000011124","Boundary Bay, British Columbia","Jet engines","Number","223","units","0","v41550882","1.3.1","310","","","","0"
"1999","Canada","2016A000011124","Boundary Bay, British Columbia","Turbo-propellers","Number","223","units","0","v41550883","1.3.2","384","","","","0"
"1999","Canada","2016A000011124","Boundary Bay, British Columbia","Piston engines","Number","223","units","0","v41550884","1.3.3","66699","","","","0"
"1999","Canada","2016A000011124","Boundary Bay, British Columbia","Helicopters","Number","223","units","0","v41550885","1.3.4","3775","","","","0"
"1999","Canada","2016A000011124","Boundary Bay, British Columbia","Gliders","Number","223","units","0","v41550886","1.3.5","11","","","","0"
"1999","Canada","2016A000011124","Calgary International, Alberta","Jet engines","Number","223","units","0","v41550887","1.4.1","126126","","","","0"
"1999","Canada","2016A000011124","Calgary International, Alberta","Turbo-propellers","Number","223","units","0","v41550888","1.4.2","77430","","","","0"
"1999","Canada","2016A000011124","Calgary International, Alberta","Piston engines","Number","223","units","0","v41550889","1.4.3","44620","","","","0"
"1999","Canada","2016A000011124","Calgary International, Alberta","Helicopters","Number","223","units","0","v41550890","1.4.4","5213","","","","0"
"1999","Canada","2016A000011124","Calgary International, Alberta","Gliders","Number","223","units","0","v41550891","1.4.5","182","","","","0"
"1999","Canada","2016A000011124","Calgary/Springbank, Alberta","Jet engines","Number","223","units","0","v41550892","1.5.1","19","","","","0"
"1999","Canada","2016A000011124","Calgary/Springbank, Alberta","Turbo-propellers","Number","223","units","0","v41550893","1.5.2","544","","","","0"
"1999","Canada","2016A000011124","Calgary/Springbank, Alberta","Piston engines","Number","223","units","0","v41550894","1.5.3","51475","","","","0"
"1999","Canada","2016A000011124","Calgary/Springbank, Alberta","Helicopters","Number","223","units","0","v41550895","1.5.4","3546","","","","0"
"1999","Canada","2016A000011124","Calgary/Springbank, Alberta","Gliders","Number","223","units","0","v41550896","1.5.5","15","","","","0"
"1999","Canada","2016A000011124","Chicoutimi/St-Honoré, Quebec","Jet engines","Number","223","units","0","v41550897","1.6.1","127","","","","0"
"1999","Canada","2016A000011124","Chicoutimi/St-Honoré, Quebec","Turbo-propellers","Number","223","units","0","v41550898","1.6.2","180","","","","0"
"1999","Canada","2016A000011124","Chicoutimi/St-Honoré, Quebec","Piston engines","Number","223","units","0","v41550899","1.6.3","22086","","","","0"
"1999","Canada","2016A000011124","Chicoutimi/St-Honoré, Quebec","Helicopters","Number","223","units","0","v41550900","1.6.4","3813","","","","0"
"1999","Canada","2016A000011124","Chicoutimi/St-Honoré, Quebec","Gliders","Number","223","units","0","v41550901","1.6.5","10","","","","0"
"1999","Canada","2016A000011124","Edmonton City Centre, Alberta","Jet engines","Number","223","units","0","v41550902","1.7.1","7869","","","t","0"
"1999","Canada","2016A000011124","Edmonton City Centre, Alberta","Turbo-propellers","Number","223","units","0","v41550903","1.7.2","22283","","","t","0"
"1999","Canada","2016A000011124","Edmonton City Centre, Alberta","Piston engines","Number","223","units","0","v41550904","1.7.3","42749","","","t","0"
"1999","Canada","2016A000011124","Edmonton City Centre, Alberta","Helicopters","Number","223","units","0","v41550905","1.7.4","7108","","","t","0"
"1999","Canada","2016A000011124","Edmonton City Centre, Alberta","Gliders","Number","223","units","0","v41550906","1.7.5","152","","","t","0"
"1999","Canada","2016A000011124","Edmonton International, Alberta","Jet engines","Number","223","units","0","v41550907","1.8.1","55512","","","","0"
"1999","Canada","2016A000011124","Edmonton International, Alberta","Turbo-propellers","Number","223","units","0","v41550908","1.8.2","39418","","","","0"
"1999","Canada","2016A000011124","Edmonton International, Alberta","Piston engines","Number","223","units","0","v41550909","1.8.3","9165","","","","0"
"1999","Canada","2016A000011124","Edmonton International, Alberta","Helicopters","Number","223","units","0","v41550910","1.8.4","1088","","","","0"
"1999","Canada","2016A000011124","Edmonton International, Alberta","Gliders","Number","223","units","0","v41550911","1.8.5","13","","","","0"
"1999","Canada","2016A000011124","Edmonton/Villeneuve, Alberta","Jet engines","Number","223","units","0","v41550912","1.9.1","4","","","","0"
"1999","Canada","2016A000011124","Edmonton/Villeneuve, Alberta","Turbo-propellers","Number","223","units","0","v41550913","1.9.2","51","","","","0"
"1999","Canada","2016A000011124","Edmonton/Villeneuve, Alberta","Piston engines","Number","223","units","0","v41550914","1.9.3","16175","","","","0"
"1999","Canada","2016A000011124","Edmonton/Villeneuve, Alberta","Helicopters","Number","223","units","0","v41550915","1.9.4","2147","","","","0"
"1999","Canada","2016A000011124","Edmonton/Villeneuve, Alberta","Gliders","Number","223","units","0","v41550916","1.9.5","793","","","","0"
"1999","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Jet engines","Number","223","units","0","v41550917","1.10.1","10064","","","","0"
"1999","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Turbo-propellers","Number","223","units","0","v41550918","1.10.2","12714","","","","0"
"1999","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Piston engines","Number","223","units","0","v41550919","1.10.3","15896","","","","0"
"1999","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Helicopters","Number","223","units","0","v41550920","1.10.4","2715","","","","0"
"1999","Canada","2016A000011124","Gander International, Newfoundland and Labrador","Gliders","Number","223","units","0","v41550921","1.10.5","19","","","","0"
"1999","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Jet engines","Number","223","units","0","v41550922","1.11.1","37925","","","","0"
"1999","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Turbo-propellers","Number","223","units","0","v41550923","1.11.2","49942","","","","0"
"1999","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Piston engines","Number","223","units","0","v41550924","1.11.3","10237","","","","0"
"1999","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Helicopters","Number","223","units","0","v41550925","1.11.4","5300","","","","0"
"1999","Canada","2016A000011124","Halifax/Robert L. Stanfield International, Nova Scotia","Gliders","Number","223","units","0","v41550926","1.11.5","4","","","","0"
"1999","Canada","2016A000011124","Hamilton, Ontario","Jet engines","Number","223","units","0","v41550927","1.12.1","13604","","","","0"
"1999","Canada","2016A000011124","Hamilton, Ontario","Turbo-propellers","Number","223","units","0","v41550928","1.12.2","10825","","","","0"
"1999","Canada","2016A000011124","Hamilton, Ontario","Piston engines","Number","223","units","0","v41550929","1.12.3","24775","","","","0"
"1999","Canada","2016A000011124","Hamilton, Ontario","Helicopters","Number","223","units","0","v41550930","1.12.4","1437","","","","0"
"1999","Canada","2016A000011124","Hamilton, Ontario","Gliders","Number","223","units","0","v41550931","1.12.5","27","","","","0"
"1999","Canada","2016A000011124","Kelowna, British Columbia","Jet engines","Number","223","units","0","v41550932","1.13.1","11292","","","","0"
"1999","Canada","2016A000011124","Kelowna, British Columbia","Turbo-propellers","Number","223","units","0","v41550933","1.13.2","24432","","","","0"
"1999","Canada","2016A000011124","Kelowna, British Columbia","Piston engines","Number","223","units","0","v41550934","1.13.3","18297","","","","0"
"1999","Canada","2016A000011124","Kelowna, British Columbia","Helicopters","Number","223","units","0","v41550935","1.13.4","1644","","","","0"
"1999","Canada","2016A000011124","Kelowna, British Columbia","Gliders","Number","223","units","0","v41550936","1.13.5","4","","","","0"
"1999","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Jet engines","Number","223","units","0","v41550937","1.14.1","1864","","","","0"
"1999","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Turbo-propellers","Number","223","units","0","v41550938","1.14.2","2957","","","","0"
"1999","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Piston engines","Number","223","units","0","v41550939","1.14.3","49434","","","","0"
"1999","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Helicopters","Number","223","units","0","v41550940","1.14.4","900","","","","0"
"1999","Canada","2016A000011124","Kitchener/Waterloo, Ontario","Gliders","Number","223","units","0","v41550941","1.14.5","104","","","","0"
"1999","Canada","2016A000011124","Langley, British Columbia","Jet engines","Number","223","units","0","v41550942","1.15.1","36","","","","0"
"1999","Canada","2016A000011124","Langley, British Columbia","Turbo-propellers","Number","223","units","0","v41550943","1.15.2","145","","","","0"
"1999","Canada","2016A000011124","Langley, British Columbia","Piston engines","Number","223","units","0","v41550944","1.15.3","24664","","","","0"
"1999","Canada","2016A000011124","Langley, British Columbia","Helicopters","Number","223","units","0","v41550945","1.15.4","4643","","","","0"
"1999","Canada","2016A000011124","Langley, British Columbia","Gliders","Number","223","units","0","v41550946","1.15.5","748","","","","0"
"1999","Canada","2016A000011124","London, Ontario","Jet engines","Number","223","units","0","v41550947","1.16.1","3330","","","","0"
"1999","Canada","2016A000011124","London, Ontario","Turbo-propellers","Number","223","units","0","v41550948","1.16.2","26222","","","","0"
"1999","Canada","2016A000011124","London, Ontario","Piston engines","Number","223","units","0","v41550949","1.16.3","40914","","","","0"
"1999","Canada","2016A000011124","London, Ontario","Helicopters","Number","223","units","0","v41550950","1.16.4","2343","","","","0"
"1999","Canada","2016A000011124","London, Ontario","Gliders","Number","223","units","0","v41550951","1.16.5","8","","","","0"
"1999","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Jet engines","Number","223","units","0","v41550952","1.17.1","9017","","","","0"
"1999","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Turbo-propellers","Number","223","units","0","v41550953","1.17.2","18724","","","","0"
"1999","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Piston engines","Number","223","units","0","v41550954","1.17.3","34587","","","","0"
"1999","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Helicopters","Number","223","units","0","v41550955","1.17.4","940","","","","0"
"1999","Canada","2016A000011124","Moncton/Greater Moncton International, New Brunswick","Gliders","Number","223","units","0","v41550956","1.17.5","0","","","","0"
"1999","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Jet engines","Number","223","units","0","v41550957","1.18.1","22833","","","t","0"
"1999","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Turbo-propellers","Number","223","units","0","v41550958","1.18.2","4963","","","t","0"
"1999","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Piston engines","Number","223","units","0","v41550959","1.18.3","12023","","","t","0"
"1999","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Helicopters","Number","223","units","0","v41550960","1.18.4","1299","","","t","0"
"1999","Canada","2016A000011124","Montréal/Mirabel International, Quebec","Gliders","Number","223","units","0","v41550961","1.18.5","8","","","t","0"
"1999","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Jet engines","Number","223","units","0","v41550962","1.19.1","117094","","","","0"
"1999","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Turbo-propellers","Number","223","units","0","v41550963","1.19.2","80625","","","","0"
"1999","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Piston engines","Number","223","units","0","v41550964","1.19.3","19422","","","","0"
"1999","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Helicopters","Number","223","units","0","v41550965","1.19.4","4099","","","","0"
"1999","Canada","2016A000011124","Montréal/Pierre Elliott Trudeau International, Quebec","Gliders","Number","223","units","0","v41550966","1.19.5","42","","","","0"
"1999","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Jet engines","Number","223","units","0","v41550967","1.20.1","1591","","","","0"
"1999","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Turbo-propellers","Number","223","units","0","v41550968","1.20.2","4674","","","","0"
"1999","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Piston engines","Number","223","units","0","v41550969","1.20.3","76158","","","","0"
"1999","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Helicopters","Number","223","units","0","v41550970","1.20.4","7926","","","","0"
"1999","Canada","2016A000011124","Montréal/St-Hubert, Quebec","Gliders","Number","223","units","0","v41550971","1.20.5","6","","","","0"
"1999","Canada","2016A000011124","North Bay, Ontario","Jet engines","Number","223","units","0","v41550972","1.21.1","143","","","t","0"
"1999","Canada","2016A000011124","North Bay, Ontario","Turbo-propellers","Number","223","units","0","v41550973","1.21.2","2383","","","t","0"
"1999","Canada","2016A000011124","North Bay, Ontario","Piston engines","Number","223","units","0","v41550974","1.21.3","1483","","","t","0"
"1999","Canada","2016A000011124","North Bay, Ontario","Helicopters","Number","223","units","0","v41550975","1.21.4","683","","","t","0"
"1999","Canada","2016A000011124","North Bay, Ontario","Gliders","Number","223","units","0","v41550976","1.21.5","8","","","t","0"
"1999","Canada","2016A000011124","Oshawa, Ontario","Jet engines","Number","223","units","0","v41550977","1.22.1","148","","","","0"
"1999","Canada","2016A000011124","Oshawa, Ontario","Turbo-propellers","Number","223","units","0","v41550978","1.22.2","2156","","","","0"
"1999","Canada","2016A000011124","Oshawa, Ontario","Piston engines","Number","223","units","0","v41550979","1.22.3","36829","","","","0"
"1999","Canada","2016A000011124","Oshawa, Ontario","Helicopters","Number","223","units","0","v41550980","1.22.4","830","","","","0"
"1999","Canada","2016A000011124","Oshawa, Ontario","Gliders","Number","223","units","0","v41550981","1.22.5","7","","","","0"
"1999","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Jet engines","Number","223","units","0","v41550982","1.23.1","61050","","","","0"
"1999","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Turbo-propellers","Number","223","units","0","v41550983","1.23.2","38652","","","","0"
"1999","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Piston engines","Number","223","units","0","v41550984","1.23.3","38985","","","","0"
"1999","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Helicopters","Number","223","units","0","v41550985","1.23.4","3063","","","","0"
"1999","Canada","2016A000011124","Ottawa/Macdonald-Cartier International, Ontario","Gliders","Number","223","units","0","v41550986","1.23.5","14","","","","0"
"1999","Canada","2016A000011124","Pitt Meadows, British Columbia","Jet engines","Number","223","units","0","v41550987","1.24.1","157","","","","0"
"1999","Canada","2016A000011124","Pitt Meadows, British Columbia","Turbo-propellers","Number","223","units","0","v41550988","1.24.2","336","","","","0"
"1999","Canada","2016A000011124","Pitt Meadows, British Columbia","Piston engines","Number","223","units","0","v41550989","1.24.3","31267","","","","0"
"1999","Canada","2016A000011124","Pitt Meadows, British Columbia","Helicopters","Number","223","units","0","v41550990","1.24.4","2514","","","","0"
"1999","Canada","2016A000011124","Pitt Meadows, British Columbia","Gliders","Number","223","units","0","v41550991","1.24.5","14","","","","0"
"1999","Canada","2016A000011124","Prince George, British Columbia","Jet engines","Number","223","units","0","v41550992","1.25.1","10050","","","","0"
"1999","Canada","2016A000011124","Prince George, British Columbia","Turbo-propellers","Number","223","units","0","v41550993","1.25.2","13434","","","","0"
"1999","Canada","2016A000011124","Prince George, British Columbia","Piston engines","Number","223","units","0","v41550994","1.25.3","8912","","","","0"
"1999","Canada","2016A000011124","Prince George, British Columbia","Helicopters","Number","223","units","0","v41550995","1.25.4","5603","","","","0"
"1999","Canada","2016A000011124","Prince George, British Columbia","Gliders","Number","223","units","0","v41550996","1.25.5","27","","","","0"
"1999","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Jet engines","Number","223","units","0","v41550997","1.26.1","10131","","","","0"
"1999","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Turbo-propellers","Number","223","units","0","v41550998","1.26.2","41934","","","","0"
"1999","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Piston engines","Number","223","units","0","v41550999","1.26.3","45129","","","","0"
"1999","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Helicopters","Number","223","units","0","v41551000","1.26.4","5268","","","","0"
"1999","Canada","2016A000011124","Québec/Jean Lesage International, Quebec","Gliders","Number","223","units","0","v41551001","1.26.5","6","","","","0"
"1999","Canada","2016A000011124","Regina International, Saskatchewan","Jet engines","Number","223","units","0","v41551002","1.27.1","14082","","","","0"
"1999","Canada","2016A000011124","Regina International, Saskatchewan","Turbo-propellers","Number","223","units","0","v41551003","1.27.2","18566","","","","0"
"1999","Canada","2016A000011124","Regina International, Saskatchewan","Piston engines","Number","223","units","0","v41551004","1.27.3","15037","","","","0"
"1999","Canada","2016A000011124","Regina International, Saskatchewan","Helicopters","Number","223","units","0","v41551005","1.27.4","556","","","","0"
"1999","Canada","2016A000011124","Regina International, Saskatchewan","Gliders","Number","223","units","0","v41551006","1.27.5","28","","","","0"
"1999","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Jet engines","Number","223","units","0","v41551007","1.28.1","15511","","","","0"
"1999","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Turbo-propellers","Number","223","units","0","v41551008","1.28.2","26807","","","","0"
"1999","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Piston engines","Number","223","units","0","v41551009","1.28.3","23680","","","","0"
"1999","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Helicopters","Number","223","units","0","v41551010","1.28.4","546","","","","0"
"1999","Canada","2016A000011124","Saskatoon/John G. Diefenbaker International, Saskatchewan","Gliders","Number","223","units","0","v41551011","1.28.5","7","","","","0"
"1999","Canada","2016A000011124","Sault Ste. Marie, Ontario","Jet engines","Number","223","units","0","v41551012","1.29.1","684","","","","0"
"1999","Canada","2016A000011124","Sault Ste. Marie, Ontario","Turbo-propellers","Number","223","units","0","v41551013","1.29.2","16496","","","","0"
"1999","Canada","2016A000011124","Sault Ste. Marie, Ontario","Piston engines","Number","223","units","0","v41551014","1.29.3","14277","","","","0"
"1999","Canada","2016A000011124","Sault Ste. Marie, Ontario","Helicopters","Number","223","units","0","v41551015","1.29.4","489","","","","0"
"1999","Canada","2016A000011124","Sault Ste. Marie, Ontario","Gliders","Number","223","units","0","v41551016","1.29.5","0","","","","0"
"1999","Canada","2016A000011124","Sept-Îles, Quebec","Jet engines","Number","223","units","0","v41551017","1.30.1","818","","","t","0"
"1999","Canada","2016A000011124","Sept-Îles, Quebec","Turbo-propellers","Number","223","units","0","v41551018","1.30.2","17083","","","t","0"
"1999","Canada","2016A000011124","Sept-Îles, Quebec","Piston engines","Number","223","units","0","v41551019","1.30.3","6922","","","t","0"
"1999","Canada","2016A000011124","Sept-Îles, Quebec","Helicopters","Number","223","units","0","v41551020","1.30.4","4385","","","t","0"
"1999","Canada","2016A000011124","Sept-Îles, Quebec","Gliders","Number","223","units","0","v41551021","1.30.5","0","","","t","0"
"1999","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Jet engines","Number","223","units","0","v41551022","1.31.1","12498","","","","0"
"1999","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Turbo-propellers","Number","223","units","0","v41551023","1.31.2","19614","","","","0"
"1999","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Piston engines","Number","223","units","0","v41551024","1.31.3","15424","","","","0"
"1999","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Helicopters","Number","223","units","0","v41551025","1.31.4","3267","","","","0"
"1999","Canada","2016A000011124","St. John's International, Newfoundland and Labrador","Gliders","Number","223","units","0","v41551026","1.31.5","0","","","","0"
"1999","Canada","2016A000011124","St-Jean, Quebec","Jet engines","Number","223","units","0","v41551027","1.32.1","26","","","","0"
"1999","Canada","2016A000011124","St-Jean, Quebec","Turbo-propellers","Number","223","units","0","v41551028","1.32.2","275","","","","0"
"1999","Canada","2016A000011124","St-Jean, Quebec","Piston engines","Number","223","units","0","v41551029","1.32.3","21733","","","","0"
"1999","Canada","2016A000011124","St-Jean, Quebec","Helicopters","Number","223","units","0","v41551030","1.32.4","475","","","","0"
"1999","Canada","2016A000011124","St-Jean, Quebec","Gliders","Number","223","units","0","v41551031","1.32.5","5171","","","","0"
"1999","Canada","2016A000011124","Sudbury, Ontario","Jet engines","Number","223","units","0","v41551032","1.33.1","616","","","t","0"
"1999","Canada","2016A000011124","Sudbury, Ontario","Turbo-propellers","Number","223","units","0","v41551033","1.33.2","21438","","","t","0"
"1999","Canada","2016A000011124","Sudbury, Ontario","Piston engines","Number","223","units","0","v41551034","1.33.3","8097","","","t","0"
"1999","Canada","2016A000011124","Sudbury, Ontario","Helicopters","Number","223","units","0","v41551035","1.33.4","7431","","","t","0"
"1999","Canada","2016A000011124","Sudbury, Ontario","Gliders","Number","223","units","0","v41551036","1.33.5","0","","","t","0"
"1999","Canada","2016A000011124","Thunder Bay, Ontario","Jet engines","Number","223","units","0","v41551037","1.34.1","8503","","","","0"
"1999","Canada","2016A000011124","Thunder Bay, Ontario","Turbo-propellers","Number","223","units","0","v41551038","1.34.2","28169","","","","0"
"1999","Canada","2016A000011124","Thunder Bay, Ontario","Piston engines","Number","223","units","0","v41551039","1.34.3","12616","","","","0"
"1999","Canada","2016A000011124","Thunder Bay, Ontario","Helicopters","Number","223","units","0","v41551040","1.34.4","3731","","","","0"
"1999","Canada","2016A000011124","Thunder Bay, Ontario","Gliders","Number","223","units","0","v41551041","1.34.5","0","","","","0"
"1999","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Jet engines","Number","223","units","0","v41551047","1.36.1","14","","","","0"
"1999","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Turbo-propellers","Number","223","units","0","v41551048","1.36.2","16056","","","","0"
"1999","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Piston engines","Number","223","units","0","v41551049","1.36.3","48470","","","","0"
"1999","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Helicopters","Number","223","units","0","v41551050","1.36.4","4395","","","","0"
"1999","Canada","2016A000011124","Toronto/Billy Bishop Toronto City, Ontario","Gliders","Number","223","units","0","v41551051","1.36.5","14","","","","0"
"1999","Canada","2016A000011124","Toronto/Buttonville Municipal, Ontario","Jet engines","Number","223","units","0","v41551042","1.35.1","1659","","","","0"
"1999","Canada","2016A000011124","Toronto/Buttonville Municipal, Ontario","Turbo-propellers","Number","223","units","0","v41551043","1.35.2","6662","","","","0"
"1999","Canada","2016A000011124","Toronto/Buttonville Municipal, Ontario","Piston engines","Number","223","units","0","v41551044","1.35.3","67474","","","","0"
"1999","Canada","2016A000011124","Toronto/Buttonville Municipal, Ontario","Helicopters","Number","223","units","0","v41551045","1.35.4","7430","","","","0"
"1999","Canada","2016A000011124","Toronto/Buttonville Municipal, Ontario","Gliders","Number","223","units","0","v41551046","1.35.5","16","","","","0"
"1999","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Jet engines","Number","223","units","0","v41551052","1.37.1","319333","","","","0"
"1999","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Turbo-propellers","Number","223","units","0","v41551053","1.37.2","100121","","","","0"
"1999","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Piston engines","Number","223","units","0","v41551054","1.37.3","4492","","","","0"
"1999","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Helicopters","Number","223","units","0","v41551055","1.37.4","845","","","","0"
"1999","Canada","2016A000011124","Toronto/Lester B. Pearson International, Ontario","Gliders","Number","223","units","0","v41551056","1.37.5","35","","","","0"
"1999","Canada","2016A000011124","Vancouver Harbour, British Columbia","Jet engines","Number","223","units","0","v41551057","1.38.1","6","","","","0"
"1999","Canada","2016A000011124","Vancouver Harbour, British Columbia","Turbo-propellers","Number","223","units","0","v41551058","1.38.2","13699","","","","0"
"1999","Canada","2016A000011124","Vancouver Harbour, British Columbia","Piston engines","Number","223","units","0","v41551059","1.38.3","20885","","","","0"
"1999","Canada","2016A000011124","Vancouver Harbour, British Columbia","Helicopters","Number","223","units","0","v41551060","1.38.4","19404","","","","0"
